0;0;0;0;land;false;unknown;0
1;242;129;249;land;false;urban;1
2;68;201;240;land;true;plains;1
3;231;191;178;land;true;plains;1
4;207;147;192;land;true;plains;1
5;165;210;132;land;true;plains;1
6;165;184;248;land;false;urban;1
7;247;245;246;land;true;plains;1
8;165;222;158;land;true;plains;1
9;233;153;182;land;true;plains;1
10;152;234;148;land;true;plains;1
11;154;189;203;land;true;urban;1
12;226;215;116;land;true;urban;1
13;246;248;127;land;true;plains;1
14;252;224;28;land;true;plains;1
15;168;106;245;land;true;plains;1
16;249;157;207;land;true;plains;1
17;228;220;77;land;true;plains;1
18;166;194;210;land;true;forest;1
19;175;155;203;land;true;plains;1
20;98;225;236;land;true;forest;1
21;217;236;127;land;false;plains;1
22;239;154;239;land;true;plains;1
23;179;191;153;land;true;plains;1
24;176;181;210;land;true;plains;1
25;145;198;219;land;true;plains;1
26;201;204;203;land;false;plains;1
27;126;193;183;land;true;desert;1
28;223;233;235;land;true;plains;1
29;221;222;252;land;true;desert;1
30;183;156;196;land;true;desert;1
31;177;102;238;land;true;plains;1
32;162;195;232;land;false;desert;1
33;144;143;253;land;true;desert;1
34;178;102;237;land;false;desert;1
35;221;182;107;land;false;desert;1
36;163;122;242;land;false;desert;1
37;121;242;172;land;true;desert;1
38;163;230;235;land;false;desert;1
39;245;248;76;land;true;desert;1
40;225;230;183;land;true;desert;1
41;219;252;102;land;true;plains;1
42;196;187;137;land;true;plains;1
43;5;252;252;land;false;plains;1
44;202;209;161;land;false;plains;1
45;181;242;193;land;false;plains;1
46;244;31;250;land;false;plains;1
47;237;207;254;land;false;plains;1
48;179;246;196;land;true;plains;1
49;166;224;157;land;false;plains;1
50;148;158;250;land;true;plains;1
51;113;231;169;land;false;plains;1
52;179;184;166;land;false;plains;1
53;223;103;175;land;false;plains;1
54;184;244;200;land;false;plains;1
55;243;173;92;land;false;plains;1
56;170;176;199;land;true;plains;1
57;243;247;219;land;false;plains;1
58;217;254;35;land;false;plains;1
59;157;95;254;land;true;plains;1
60;250;213;96;land;true;plains;1
61;189;203;134;land;false;plains;1
62;251;94;223;land;false;plains;1
63;107;226;252;land;true;plains;1
64;254;208;78;land;false;plains;1
65;136;247;191;land;true;plains;1
66;246;117;214;land;true;plains;1
67;224;210;202;land;true;plains;1
68;236;151;153;land;true;plains;1
69;107;226;216;land;true;urban;1
70;240;90;242;land;true;urban;1
71;185;150;235;land;true;urban;1
72;213;244;180;land;true;plains;1
73;243;189;212;land;false;desert;1
74;239;169;201;land;false;desert;1
75;223;226;112;land;false;desert;1
76;164;229;196;land;false;desert;1
77;150;247;124;land;false;desert;1
78;214;49;248;land;false;desert;1
79;124;223;221;land;false;desert;1
80;219;221;75;land;false;desert;1
81;215;150;249;land;true;plains;1
82;183;128;237;land;true;plains;1
83;154;243;125;land;false;desert;1
84;108;226;191;land;false;desert;1
85;197;210;160;land;false;desert;1
86;240;184;194;land;false;desert;1
87;160;211;140;land;false;desert;1
88;117;219;200;land;false;desert;1
89;147;189;218;land;false;desert;1
90;236;87;244;land;true;plains;14
91;149;125;239;land;true;plains;1
92;136;196;204;land;true;plains;1
93;180;242;119;land;false;plains;1
94;90;246;175;land;true;plains;1
95;218;77;222;land;true;plains;1
96;253;134;200;land;false;plains;1
97;226;173;232;land;false;desert;1
98;239;205;111;land;false;desert;1
99;114;251;208;land;false;desert;1
100;201;181;136;land;false;desert;1 #number 100 :3
101;90;179;248;land;false;desert;1
102;116;206;182;land;false;desert;1
103;161;120;230;land;false;desert;1
104;77;216;239;land;false;desert;1
105;199;213;139;land;false;desert;1
106;217;124;237;land;false;plains;1
107;160;174;243;land;false;plains;1
108;249;90;241;land;false;plains;1
109;159;226;216;land;false;plains;1
110;246;223;191;land;false;plains;1
111;176;241;238;land;false;plains;1
112;246;128;151;land;false;plains;1
113;161;181;247;land;false;plains;1
114;177;119;227;land;false;plains;1
115;239;43;245;land;false;plains;1
116;237;157;140;land;false;desert;1
117;206;144;184;land;false;desert;1
118;234;106;196;land;false;desert;1
119;82;216;218;land;false;desert;1
120;248;136;221;land;false;desert;1
121;196;125;246;land;false;desert;1
122;243;226;198;land;true;desert;1
123;217;174;122;land;false;desert;1
124;205;220;142;land;false;desert;1
125;189;79;248;land;false;desert;1
126;206;129;189;land;false;desert;1
127;197;99;227;land;false;desert;1
128;241;94;222;land;false;desert;1
129;248;122;238;land;false;desert;1
130;220;173;217;land;true;desert;1
131;125;223;218;land;false;desert;1
132;241;190;209;land;false;desert;1
133;211;215;96;land;false;desert;1
134;104;161;236;land;true;desert;1
135;133;227;191;land;false;desert;1
136;224;124;173;land;false;desert;1
137;149;227;180;land;false;desert;1
138;162;247;152;land;false;desert;1
139;157;167;229;land;false;desert;1
140;135;146;240;land;false;desert;1
141;202;197;237;land;false;desert;1
142;155;230;216;land;false;desert;1
143;209;76;229;land;false;desert;1
144;159;199;178;land;true;desert;1
145;193;244;222;land;false;desert;1
146;195;199;245;land;false;desert;1
147;242;229;82;land;false;desert;1
148;180;190;244;land;false;desert;1
149;68;245;194;land;false;desert;1
150;162;251;173;land;false;desert;1
151;65;243;247;land;false;desert;1
152;213;200;114;land;false;desert;1
153;122;229;230;land;false;desert;1
154;220;245;50;land;false;desert;1
155;239;244;114;land;false;desert;1
156;252;245;147;land;false;desert;1
157;243;170;106;land;false;desert;1
158;205;87;223;land;false;desert;1
159;241;132;136;land;false;desert;1
160;219;164;163;land;false;desert;1
161;89;216;230;land;false;desert;1
162;50;26;60;lake;false;lakes;0
163;143;241;163;land;false;desert;1
164;134;154;230;land;false;desert;1
165;227;130;246;land;false;desert;1
166;188;213;127;land;false;desert;1
167;80;238;248;land;false;desert;1
168;188;192;162;land;false;desert;1
169;232;176;221;land;false;desert;1
170;137;224;206;land;false;desert;1
171;148;206;165;land;false;desert;1
172;225;223;234;land;false;desert;1
173;225;138;165;land;false;desert;1
174;188;208;123;land;true;desert;1
175;237;190;93;land;false;urban;1
176;232;154;205;land;false;urban;1
177;230;115;159;land;false;urban;1
178;216;95;195;land;false;urban;1
179;52;232;223;land;false;urban;1
180;240;232;131;land;false;urban;1
181;233;173;219;land;true;urban;1
182;145;200;222;land;true;urban;1
183;243;253;41;land;false;urban;1
184;253;218;177;land;true;urban;1
185;107;220;226;land;true;urban;1
186;154;213;154;land;true;urban;1
187;201;148;226;land;true;desert;1
188;250;252;111;land;false;desert;1
189;251;234;199;land;false;desert;1
190;242;120;245;land;true;desert;1
191;229;84;193;land;false;desert;1
192;229;155;182;land;false;desert;1
193;237;147;153;land;true;desert;1
194;186;96;250;land;false;desert;1
195;168;200;216;land;false;desert;1
196;153;148;213;land;false;desert;1
